Statistical profiling result from isolate-0x4d3c790-366793-v8.log, (51837 ticks, 2489 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      7    0.0%    0.1%  LazyCompile: *fromPbPeer /home/amanda/Desktop/ipfs-kad-dht-evaluation/node_modules/libp2p-kad-dht/src/message/index.js:133:21
      7    0.0%    0.1%  LazyCompile: *fromBuffer /home/amanda/Desktop/ipfs-kad-dht-evaluation/node_modules/bcrypto/lib/native/bn.js:4580:20
      7    0.0%    0.1%  LazyCompile: *final /home/amanda/Desktop/ipfs-kad-dht-evaluation/node_modules/bcrypto/lib/js/aead.js:166:8
      7    0.0%    0.1%  LazyCompile: *destroy /home/amanda/Desktop/ipfs-kad-dht-evaluation/node_modules/bcrypto/lib/js/chacha20.js:162:10
      7    0.0%    0.1%  LazyCompile: *decode node:internal/encoding:406:11
      7    0.0%    0.1%  LazyCompile: *clone /home/amanda/Desktop/ipfs-kad-dht-evaluation/node_modules/bcrypto/lib/native/bn.js:1448:8
      7    0.0%    0.1%  LazyCompile: *bnToString /home/amanda/Desktop/ipfs-kad-dht-evaluation/node_modules/node-forge/lib/jsbn.js:225:20
      7    0.0%    0.1%  LazyCompile: *_init /home/amanda/Desktop/ipfs-kad-dht-evaluation/node_modules/bl/BufferList.js:14:35
      7    0.0%    0.1%  LazyCompile: *_createConnection /home/amanda/Desktop/ipfs-kad-dht-evaluation/node_modules/libp2p/src/upgrader.js:211:21
      7    0.0%    0.1%  LazyCompile: *ByteStringBuffer /home/amanda/Desktop/ipfs-kad-dht-evaluation/node_modules/node-forge/lib/util.js:167:26
      7    0.0%    0.1%  LazyCompile: *BufferList /home/amanda/Desktop/ipfs-kad-dht-evaluation/node_modules/bl/BufferList.js:6:21
      7    0.0%    0.1%  LazyCompile: *<anonymous> /home/amanda/Desktop/ipfs-kad-dht-evaluation/node_modules/k-bucket/index.js:224:12
